Transporte	trip_duration	trip_duration_hrs	dist_meters	dist_km	wait_sec	wait_min	Vel_mts_seg	Vel_km_hr
Taxi de Sitio	1236	0.343333333	7266	7.266	307	5.116666667	5.88	21.16
Taxi de Sitio	877	0.243611111	4124	4.124	86	1.433333333	4.7	16.93
Taxi Libre	680	0.188888889	3975	3.975	77	1.283333333	5.85	21.04
Radio Taxi	1873	0.520277778	4674	4.674	81	1.35	2.5	8.98
Radio Taxi	1350	0.375	2076	2.076	56	0.933333333	1.54	5.54
Taxi de Sitio	659	0.183055556	837	0.837	51	0.85	1.27	4.57
Taxi Libre	721	0.200277778	4865	4.865	225	3.75	6.75	24.29
Taxi Libre	1441	0.400277778	3494	3.494	73	1.216666667	2.42	8.73
Radio Taxi	2189	0.608055556	4503	4.503	1825	30.41666667	2.06	7.41
Taxi Libre	502	0.139444444	2976	2.976	60	1	5.93	21.34
Radio Taxi	1036	0.287777778	5190	5.19	95	1.583333333	5.01	18.03
Taxi Libre	785	0.218055556	3396	3.396	158	2.633333333	4.33	15.57
Taxi de Sitio	688	0.191111111	783	0.783	488	8.133333333	1.14	4.1
Taxi Libre	419	0.116388889	2650	2.65	104	1.733333333	6.32	22.77
Radio Taxi	780	0.216666667	4227	4.227	47	0.783333333	5.42	19.51
Radio Taxi	1318	0.366111111	4734	4.734	966	16.1	3.59	12.93
Radio Taxi	2333	0.648055556	6806	6.806	1291	21.51666667	2.92	10.5
Taxi de Sitio	970	0.269444444	2473	2.473	876	14.6	2.55	9.18
Taxi Libre	1246	0.346111111	3959	3.959	629	10.48333333	3.18	11.44
UberX	120	0.033333333	1071	1.071	10	0.166666667	8.93	32.13
Radio Taxi	1767	0.490833333	7555	7.555	2804	46.73333333	4.28	15.39
Taxi de Sitio	716	0.198888889	4265	4.265	294	4.9	5.96	21.44
Taxi de Sitio	292	0.081111111	1126	1.126	87	1.45	3.86	13.88
Radio Taxi	1836	0.51	6076	6.076	406	6.766666667	3.31	11.91
Radio Taxi	235	0.065277778	1013	1.013	2164	36.06666667	4.31	15.52
Radio Taxi	1853	0.514722222	633	0.633	1760	29.33333333	0.34	1.23
Taxi de Sitio	1155	0.320833333	8351	8.351	163	2.716666667	7.23	26.03
Radio Taxi	335	0.093055556	9007	9.007	2145	35.75	26.89	96.79
Radio Taxi	386	0.107222222	2383	2.383	117	1.95	6.17	22.22
Taxi de Sitio	1059	0.294166667	6541	6.541	106	1.766666667	6.18	22.24
Radio Taxi	784	0.217777778	4246	4.246	323	5.383333333	5.42	19.5
Taxi Libre	229	0.063611111	711	0.711	45	0.75	3.1	11.18
Taxi Libre	616	0.171111111	1490	1.49	258	4.3	2.42	8.71
Radio Taxi	842	0.233888889	4145	4.145	347	5.783333333	4.92	17.72
Taxi Libre	682	0.189444444	3197	3.197	171	2.85	4.69	16.88
Taxi de Sitio	1814	0.503888889	8101	8.101	361	6.016666667	4.47	16.08
Radio Taxi	775	0.215277778	3979	3.979	4375	72.91666667	5.13	18.48
Radio Taxi	649	0.180277778	2440	2.44	305	5.083333333	3.76	13.53
Radio Taxi	667	0.185277778	3767	3.767	112	1.866666667	5.65	20.33
Radio Taxi	684	0.19	4357	4.357	179	2.983333333	6.37	22.93
Radio Taxi	972	0.27	5075	5.075	201	3.35	5.22	18.8
Radio Taxi	181	0.050277778	2623	2.623	2876	47.93333333	14.49	52.17
Taxi Libre	566	0.157222222	5036	5.036	39	0.65	8.9	32.03
Taxi Libre	226	0.062777778	1000	1	28	0.466666667	4.42	15.93
Radio Taxi	252	0.07	2075	2.075	39	0.65	8.23	29.64
Taxi Libre	501	0.139166667	1418	1.418	169	2.816666667	2.83	10.19
Taxi Libre	1263	0.350833333	6303	6.303	518	8.633333333	4.99	17.97
Radio Taxi	549	0.1525	2336	2.336	154	2.566666667	4.26	15.32
Taxi Libre	356	0.098888889	2070	2.07	65	1.083333333	5.81	20.93
Taxi Libre	462	0.128333333	1975	1.975	204	3.4	4.27	15.39
Radio Taxi	2290	0.636111111	8866	8.866	732	12.2	3.87	13.94
Taxi Libre	281	0.078055556	1342	1.342	48	0.8	4.78	17.19
Taxi Libre	197	0.054722222	1261	1.261	20	0.333333333	6.4	23.04
Taxi Libre	202	0.056111111	1030	1.03	23	0.383333333	5.1	18.36
Taxi Libre	1394	0.387222222	5856	5.856	466	7.766666667	4.2	15.12
UberX	410	0.113888889	2225	2.225	120	2	5.43	19.54
Taxi de Sitio	1534	0.426111111	5716	5.716	129	2.15	3.73	13.41
Taxi Libre	1116	0.31	3583	3.583	389	6.483333333	3.21	11.56
Radio Taxi	1939	0.538611111	6946	6.946	310	5.166666667	3.58	12.9
Taxi Libre	248	0.068888889	1080	1.08	83	1.383333333	4.35	15.68
Taxi Libre	677	0.188055556	2569	2.569	110	1.833333333	3.79	13.66
Taxi Libre	283	0.078611111	1303	1.303	35	0.583333333	4.6	16.58
Taxi Libre	1942	0.539444444	3676	3.676	1092	18.2	1.89	6.81
Taxi Libre	245	0.068055556	2825	2.825	32	0.533333333	11.53	41.51
Taxi Libre	964	0.267777778	3477	3.477	347	5.783333333	3.61	12.98
Taxi Libre	519	0.144166667	2927	2.927	196	3.266666667	5.64	20.3
Taxi Libre	1063	0.295277778	3079	3.079	457	7.616666667	2.9	10.43
Taxi Libre	1020	0.283333333	4778	4.778	409	6.816666667	4.68	16.86
Radio Taxi	369	0.1025	1127	1.127	196	3.266666667	3.05	11
Radio Taxi	1139	0.316388889	1361	1.361	312	5.2	1.19	4.3
Taxi Libre	374	0.103888889	658	0.658	184	3.066666667	1.76	6.33
Taxi Libre	1073	0.298055556	3209	3.209	463	7.716666667	2.99	10.77
Taxi Libre	784	0.217777778	1511	1.511	564	9.4	1.93	6.94
Radio Taxi	998	0.277222222	1813	1.813	167	2.783333333	1.82	6.54
Taxi Libre	1452	0.403333333	3876	3.876	670	11.16666667	2.67	9.61
Radio Taxi	1149	0.319166667	3698	3.698	312	5.2	3.22	11.59
Taxi Libre	239	0.066388889	650	0.65	92	1.533333333	2.72	9.79
Radio Taxi	902	0.250555556	2642	2.642	430	7.166666667	2.93	10.54
Radio Taxi	2370	0.658333333	3257	3.257	654	10.9	1.37	4.95
Radio Taxi	378	0.105	953	0.953	28	0.466666667	2.52	9.08
Radio Taxi	1450	0.402777778	5444	5.444	562	9.366666667	3.75	13.52
Taxi Libre	1306	0.362777778	2314	2.314	194	3.233333333	1.77	6.38
Taxi Libre	77	0.021388889	564	0.564	32	0.533333333	7.32	26.37
Radio Taxi	842	0.233888889	8202	8.202	989	16.48333333	9.74	35.07
Radio Taxi	527	0.146388889	1698	1.698	75	1.25	3.22	11.6
Taxi Libre	97	0.026944444	653	0.653	24	0.4	6.73	24.24
Taxi Libre	487	0.135277778	801	0.801	435	7.25	1.64	5.92
Radio Taxi	1872	0.52	2788	2.788	977	16.28333333	1.49	5.36
Taxi Libre	1201	0.333611111	4727	4.727	293	4.883333333	3.94	14.17
Taxi de Sitio	2202	0.611666667	8962	8.962	230	3.833333333	4.07	14.65
Radio Taxi	1298	0.360555556	3909	3.909	802	13.36666667	3.01	10.84
Taxi de Sitio	1593	0.4425	6122	6.122	824	13.73333333	3.84	13.84
Taxi de Sitio	633	0.175833333	3914	3.914	67	1.116666667	6.18	22.26
Taxi Libre	1282	0.356111111	6356	6.356	168	2.8	4.96	17.85
Taxi Libre	836	0.232222222	4806	4.806	203	3.383333333	5.75	20.7
UberX	340	0.094444444	2208	2.208	46	0.766666667	6.49	23.38
Taxi Libre	66	0.018333333	611	0.611	4	0.066666667	9.26	33.33
Taxi de Sitio	1513	0.420277778	7209	7.209	298	4.966666667	4.76	17.15
Taxi Libre	1276	0.354444444	5171	5.171	522	8.7	4.05	14.59
Radio Taxi	1832	0.508888889	6202	6.202	1149	19.15	3.39	12.19
Taxi Libre	640	0.177777778	2944	2.944	251	4.183333333	4.6	16.56
Taxi Libre	921	0.255833333	2670	2.67	456	7.6	2.9	10.44
Taxi Libre	354	0.098333333	1886	1.886	20	0.333333333	5.33	19.18
Taxi Libre	475	0.131944444	2708	2.708	164	2.733333333	5.7	20.52
Taxi Libre	216	0.06	1365	1.365	57	0.95	6.32	22.75
Taxi Libre	1339	0.371944444	5483	5.483	592	9.866666667	4.09	14.74
Taxi Libre	599	0.166388889	6246	6.246	25	0.416666667	10.43	37.54
Taxi Libre	725	0.201388889	4457	4.457	92	1.533333333	6.15	22.13
Taxi Libre	594	0.165	1500	1.5	425	7.083333333	2.53	9.09
Taxi Libre	787	0.218611111	2412	2.412	401	6.683333333	3.06	11.03
Taxi Libre	1304	0.362222222	1028	1.028	28	0.466666667	0.79	2.84
Taxi Libre	1087	0.301944444	5169	5.169	507	8.45	4.76	17.12
Radio Taxi	1517	0.421388889	7655	7.655	715	11.91666667	5.05	18.17
Taxi Libre	269	0.074722222	1586	1.586	131	2.183333333	5.9	21.23
Taxi Libre	740	0.205555556	4642	4.642	324	5.4	6.27	22.58
Taxi Libre	582	0.161666667	2300	2.3	200	3.333333333	3.95	14.23
Taxi Libre	242	0.067222222	626	0.626	49	0.816666667	2.59	9.31
Taxi Libre	2214	0.615	8946	8.946	859	14.31666667	4.04	14.55
Taxi de Sitio	720	0.2	1624	1.624	266	4.433333333	2.26	8.12
Taxi Libre	482	0.133888889	1939	1.939	218	3.633333333	4.02	14.48
Radio Taxi	1263	0.350833333	5655	5.655	4643	77.38333333	4.48	16.12
Taxi de Sitio	555	0.154166667	1748	1.748	253	4.216666667	3.15	11.34
Radio Taxi	368	0.102222222	1313	1.313	1796	29.93333333	3.57	12.84
Radio Taxi	476	0.132222222	1773	1.773	1845	30.75	3.72	13.41
Taxi Libre	581	0.161388889	2417	2.417	271	4.516666667	4.16	14.98
Radio Taxi	1285	0.356944444	4249	4.249	5291	88.18333333	3.31	11.9
Taxi Libre	659	0.183055556	2620	2.62	311	5.183333333	3.98	14.31
Taxi Libre	211	0.058611111	1114	1.114	31	0.516666667	5.28	19.01
Taxi Libre	566	0.157222222	2105	2.105	223	3.716666667	3.72	13.39
Taxi Libre	2013	0.559166667	7215	7.215	1074	17.9	3.58	12.9
Taxi de Sitio	477	0.1325	3118	3.118	48	0.8	6.54	23.53
Taxi Libre	1832	0.508888889	6547	6.547	873	14.55	3.57	12.87
Taxi Libre	709	0.196944444	4865	4.865	234	3.9	6.86	24.7
Taxi de Sitio	804	0.223333333	5532	5.532	241	4.016666667	6.88	24.77
Taxi Libre	600	0.166666667	3899	3.899	139	2.316666667	6.5	23.39
Taxi Libre	269	0.074722222	1339	1.339	110	1.833333333	4.98	17.92
Taxi Libre	519	0.144166667	3725	3.725	153	2.55	7.18	25.84
Taxi de Sitio	579	0.160833333	3679	3.679	88	1.466666667	6.35	22.87
Taxi de Sitio	1845	0.5125	6771	6.771	152	2.533333333	3.67	13.21
Taxi de Sitio	2477	0.688055556	2474	2.474	92	1.533333333	1	3.6
Radio Taxi	865	0.240277778	8865	8.865	135	2.25	10.25	36.89
Taxi Libre	751	0.208611111	5047	5.047	170	2.833333333	6.72	24.19
Taxi de Sitio	1073	0.298055556	4132	4.132	91	1.516666667	3.85	13.86
Taxi Libre	344	0.095555556	1194	1.194	99	1.65	3.47	12.5
Taxi Libre	962	0.267222222	7999	7.999	221	3.683333333	8.31	29.93
Taxi Libre	1877	0.521388889	6992	6.992	949	15.81666667	3.73	13.41
Taxi de Sitio	1010	0.280555556	5780	5.78	2	0.033333333	5.72	20.6
Taxi Libre	591	0.164166667	2833	2.833	139	2.316666667	4.79	17.26
Taxi de Sitio	1133	0.314722222	1654	1.654	594	9.9	1.46	5.26
Taxi Libre	143	0.039722222	1422	1.422	27	0.45	9.94	35.8
Taxi de Sitio	1186	0.329444444	4970	4.97	301	5.016666667	4.19	15.09
Taxi Libre	1346	0.373888889	8310	8.31	399	6.65	6.17	22.23
Taxi Libre	526	0.146111111	4635	4.635	103	1.716666667	8.81	31.72
Taxi Libre	725	0.201388889	3154	3.154	272	4.533333333	4.35	15.66
Taxi Libre	1105	0.306944444	3795	3.795	280	4.666666667	3.43	12.36
Taxi Libre	883	0.245277778	7740	7.74	311	5.183333333	8.77	31.56
Taxi Libre	503	0.139722222	2276	2.276	99	1.65	4.52	16.29
Taxi Libre	144	0.04	810	0.81	13	0.216666667	5.62	20.25
Taxi Libre	1531	0.425277778	7841	7.841	811	13.51666667	5.12	18.44
Taxi Libre	1380	0.383333333	7733	7.733	342	5.7	5.6	20.17
Taxi Libre	476	0.132222222	3232	3.232	107	1.783333333	6.79	24.44
Radio Taxi	1355	0.376388889	3805	3.805	751	12.51666667	2.81	10.11
Taxi Libre	783	0.2175	3646	3.646	167	2.783333333	4.66	16.76
Taxi Libre	2333	0.648055556	5377	5.377	896	14.93333333	2.3	8.3
Taxi Libre	417	0.115833333	3154	3.154	80	1.333333333	7.56	27.23
Taxi Libre	558	0.155	6982	6.982	68	1.133333333	12.51	45.05
Taxi Libre	494	0.137222222	3733	3.733	188	3.133333333	7.56	27.2
Taxi Libre	628	0.174444444	5003	5.003	121	2.016666667	7.97	28.68
Radio Taxi	558	0.155	3325	3.325	125	2.083333333	5.96	21.45
Taxi Libre	164	0.045555556	995	0.995	32	0.533333333	6.07	21.84
Taxi Libre	686	0.190555556	7108	7.108	95	1.583333333	10.36	37.3
Taxi Libre	540	0.15	2968	2.968	100	1.666666667	5.5	19.79
Taxi Libre	419	0.116388889	2563	2.563	78	1.3	6.12	22.02
Radio Taxi	1889	0.524722222	6904	6.904	1130	18.83333333	3.65	13.16
Radio Taxi	1464	0.406666667	5667	5.667	450	7.5	3.87	13.94
Taxi Libre	1223	0.339722222	6194	6.194	550	9.166666667	5.06	18.23
Radio Taxi	626	0.173888889	2443	2.443	85	1.416666667	3.9	14.05
Taxi Libre	404	0.112222222	2614	2.614	130	2.166666667	6.47	23.29
Taxi Libre	379	0.105277778	3112	3.112	85	1.416666667	8.21	29.56
Taxi Libre	316	0.087777778	1566	1.566	126	2.1	4.96	17.84
Radio Taxi	662	0.183888889	3565	3.565	317	5.283333333	5.39	19.39
Radio Taxi	574	0.159444444	4405	4.405	156	2.6	7.67	27.63
Taxi Libre	974	0.270555556	2982	2.982	639	10.65	3.06	11.02
Taxi Libre	908	0.252222222	5963	5.963	303	5.05	6.57	23.64
Radio Taxi	696	0.193333333	3711	3.711	189	3.15	5.33	19.19
Taxi Libre	764	0.212222222	8196	8.196	115	1.916666667	10.73	38.62
Taxi Libre	195	0.054166667	913	0.913	50	0.833333333	4.68	16.86
Taxi Libre	101	0.028055556	822	0.822	17	0.283333333	8.14	29.3
Taxi Libre	607	0.168611111	5462	5.462	92	1.533333333	9	32.39
Radio Taxi	567	0.1575	4211	4.211	162	2.7	7.43	26.74
Taxi Libre	490	0.136111111	2680	2.68	182	3.033333333	5.47	19.69
Radio Taxi	669	0.185833333	2894	2.894	264	4.4	4.33	15.57
Taxi Libre	813	0.225833333	5568	5.568	378	6.3	6.85	24.66
Radio Taxi	594	0.165	3546	3.546	182	3.033333333	5.97	21.49
Taxi de Sitio	1095	0.304166667	6661	6.661	352	5.866666667	6.08	21.9
Taxi de Sitio	321	0.089166667	1403	1.403	141	2.35	4.37	15.73
Taxi Libre	1062	0.295	4448	4.448	501	8.35	4.19	15.08
Radio Taxi	2605	0.723611111	8391	8.391	1097	18.28333333	3.22	11.6
Radio Taxi	861	0.239166667	3261	3.261	349	5.816666667	3.79	13.63
Radio Taxi	861	0.239166667	3261	3.261	349	5.816666667	3.79	13.63
Radio Taxi	1358	0.377222222	2320	2.32	647	10.78333333	1.71	6.15
Radio Taxi	2063	0.573055556	6783	6.783	712	11.86666667	3.29	11.84
Taxi Libre	1980	0.55	5132	5.132	1190	19.83333333	2.59	9.33
Taxi Libre	405	0.1125	2118	2.118	158	2.633333333	5.23	18.83
Taxi de Sitio	1121	0.311388889	2043	2.043	792	13.2	1.82	6.56
Taxi Libre	371	0.103055556	2663	2.663	87	1.45	7.18	25.84
Radio Taxi	1859	0.516388889	7567	7.567	526	8.766666667	4.07	14.65
Radio Taxi	327	0.090833333	1397	1.397	153	2.55	4.27	15.38
Taxi Libre	268	0.074444444	2452	2.452	63	1.05	9.15	32.94
Radio Taxi	1197	0.3325	5500	5.5	590	9.833333333	4.59	16.54
Taxi Libre	232	0.064444444	703	0.703	123	2.05	3.03	10.91
Taxi de Sitio	119	0.033055556	1528	1.528	80	1.333333333	12.84	46.23
Taxi Libre	442	0.122777778	1876	1.876	133	2.216666667	4.24	15.28
Radio Taxi	530	0.147222222	3137	3.137	114	1.9	5.92	21.31
Taxi Libre	292	0.081111111	1898	1.898	91	1.516666667	6.5	23.4
Taxi Libre	497	0.138055556	2585	2.585	95	1.583333333	5.2	18.72
Taxi Libre	1139	0.316388889	5746	5.746	250	4.166666667	5.04	18.16
Taxi Libre	854	0.237222222	4110	4.11	302	5.033333333	4.81	17.33
Taxi de Sitio	734	0.203888889	3648	3.648	97	1.616666667	4.97	17.89
Taxi Libre	780	0.216666667	4833	4.833	196	3.266666667	6.2	22.31
Taxi Libre	489	0.135833333	3459	3.459	89	1.483333333	7.07	25.47
Radio Taxi	1735	0.481944444	8627	8.627	486	8.1	4.97	17.9
Taxi de Sitio	1128	0.313333333	5473	5.473	121	2.016666667	4.85	17.47
Taxi Libre	326	0.090555556	1587	1.587	95	1.583333333	4.87	17.53
Taxi Libre	2624	0.728888889	7830	7.83	1440	24	2.98	10.74
Radio Taxi	2017	0.560277778	1660	1.66	1146	19.1	0.82	2.96
Taxi Libre	1971	0.5475	8735	8.735	844	14.06666667	4.43	15.95
Taxi de Sitio	665	0.184722222	7672	7.672	175	2.916666667	11.54	41.53
Taxi Libre	668	0.185555556	3667	3.667	187	3.116666667	5.49	19.76
Taxi Libre	689	0.191388889	3414	3.414	230	3.833333333	4.96	17.84
Taxi Libre	970	0.269444444	3463	3.463	435	7.25	3.57	12.85
Taxi Libre	590	0.163888889	2686	2.686	214	3.566666667	4.55	16.39
Taxi Libre	1174	0.326111111	5125	5.125	539	8.983333333	4.37	15.72
Radio Taxi	678	0.188333333	1528	1.528	607	10.11666667	2.25	8.11
Taxi de Sitio	572	0.158888889	2880	2.88	153	2.55	5.03	18.13
Taxi Libre	421	0.116944444	1787	1.787	177	2.95	4.24	15.28
Radio Taxi	1344	0.373333333	5601	5.601	698	11.63333333	4.17	15
Radio Taxi	551	0.153055556	1645	1.645	1609	26.81666667	2.99	10.75
Radio Taxi	551	0.153055556	1645	1.645	1609	26.81666667	2.99	10.75
Taxi Libre	1328	0.368888889	7092	7.092	303	5.05	5.34	19.23
Taxi Libre	303	0.084166667	1262	1.262	136	2.266666667	4.17	14.99
Taxi Libre	274	0.076111111	1649	1.649	17	0.283333333	6.02	21.67
Taxi de Sitio	1716	0.476666667	7641	7.641	501	8.35	4.45	16.03
Taxi de Sitio	2420	0.672222222	6123	6.123	8662	144.3666667	2.53	9.11
Taxi Libre	2367	0.6575	8158	8.158	1185	19.75	3.45	12.41
Taxi Libre	746	0.207222222	4630	4.63	89	1.483333333	6.21	22.34
Radio Taxi	2513	0.698055556	5927	5.927	1206	20.1	2.36	8.49
Taxi Libre	405	0.1125	1604	1.604	127	2.116666667	3.96	14.26
Radio Taxi	1485	0.4125	5592	5.592	1813	30.21666667	3.77	13.56
Taxi Libre	436	0.121111111	1847	1.847	180	3	4.24	15.25
Taxi Libre	395	0.109722222	3047	3.047	113	1.883333333	7.71	27.77
Taxi Libre	1128	0.313333333	7239	7.239	184	3.066666667	6.42	23.1
Taxi Libre	1201	0.333611111	7950	7.95	110	1.833333333	6.62	23.83
Taxi Libre	718	0.199444444	2871	2.871	120	2	4	14.39
Taxi Libre	816	0.226666667	4107	4.107	372	6.2	5.03	18.12
Taxi Libre	1797	0.499166667	1371	1.371	1554	25.9	0.76	2.75
Taxi Libre	430	0.119444444	1594	1.594	151	2.516666667	3.71	13.35
Taxi Libre	699	0.194166667	2399	2.399	351	5.85	3.43	12.36
Taxi Libre	2412	0.67	6520	6.52	1479	24.65	2.7	9.73
Taxi de Sitio	2227	0.618611111	6570	6.57	177	2.95	2.95	10.62
Taxi Libre	358	0.099444444	1509	1.509	136	2.266666667	4.22	15.17
Taxi Libre	1941	0.539166667	7207	7.207	917	15.28333333	3.71	13.37
UberSUV	1148	0.318888889	3600	3.6	189	3.15	3.14	11.29
Radio Taxi	1309	0.363611111	4171	4.171	581	9.683333333	3.19	11.47
Taxi Libre	2128	0.591111111	1520	1.52	1736	28.93333333	0.71	2.57
Taxi Libre	772	0.214444444	3693	3.693	269	4.483333333	4.78	17.22
Taxi de Sitio	1136	0.315555556	4168	4.168	253	4.216666667	3.67	13.21
Taxi Libre	204	0.056666667	666	0.666	42	0.7	3.26	11.75
Taxi Libre	207	0.0575	992	0.992	15	0.25	4.79	17.25
Taxi de Sitio	274	0.076111111	2044	2.044	14	0.233333333	7.46	26.86
Taxi Libre	508	0.141111111	2596	2.596	202	3.366666667	5.11	18.4
Taxi Libre	162	0.045	668	0.668	49	0.816666667	4.12	14.84
Taxi Libre	308	0.085555556	1432	1.432	121	2.016666667	4.65	16.74
Taxi de Sitio	2210	0.613888889	7581	7.581	137	2.283333333	3.43	12.35
UberBlack	156	0.043333333	2644	2.644	99	1.65	16.95	61.02
Taxi Libre	799	0.221944444	5161	5.161	563	9.383333333	6.46	23.25
Taxi de Sitio	999	0.2775	3154	3.154	104	1.733333333	3.16	11.37
Taxi de Sitio	516	0.143333333	2816	2.816	78	1.3	5.46	19.65
Taxi de Sitio	706	0.196111111	3589	3.589	234	3.9	5.08	18.3
Taxi Libre	39	0.010833333	1302	1.302	23	0.383333333	33.38	120.18
Taxi de Sitio	718	0.199444444	5173	5.173	12	0.2	7.2	25.94
Radio Taxi	817	0.226944444	4601	4.601	304	5.066666667	5.63	20.27
Taxi Libre	360	0.1	1471	1.471	111	1.85	4.09	14.71
Taxi Libre	684	0.19	5286	5.286	220	3.666666667	7.73	27.82
Taxi Libre	554	0.153888889	2185	2.185	150	2.5	3.94	14.2
Taxi Libre	2224	0.617777778	8812	8.812	813	13.55	3.96	14.26
Taxi Libre	491	0.136388889	1664	1.664	303	5.05	3.39	12.2
Radio Taxi	1248	0.346666667	4870	4.87	589	9.816666667	3.9	14.05
Taxi Libre	612	0.17	4036	4.036	124	2.066666667	6.59	23.74
Taxi de Sitio	1621	0.450277778	4196	4.196	421	7.016666667	2.59	9.32
Taxi Libre	633	0.175833333	4291	4.291	192	3.2	6.78	24.4
Taxi Libre	602	0.167222222	1853	1.853	292	4.866666667	3.08	11.08
Taxi Libre	452	0.125555556	2404	2.404	137	2.283333333	5.32	19.15
Taxi de Sitio	675	0.1875	4775	4.775	71	1.183333333	7.07	25.47
Taxi Libre	629	0.174722222	2829	2.829	309	5.15	4.5	16.19
Radio Taxi	431	0.119722222	1715	1.715	161	2.683333333	3.98	14.32
Taxi Libre	1014	0.281666667	1369	1.369	758	12.63333333	1.35	4.86
Taxi Libre	373	0.103611111	1194	1.194	188	3.133333333	3.2	11.52
Taxi Libre	643	0.178611111	925	0.925	476	7.933333333	1.44	5.18
Radio Taxi	1058	0.293888889	9019	9.019	201	3.35	8.52	30.69
Radio Taxi	1058	0.293888889	9019	9.019	201	3.35	8.52	30.69
Taxi Libre	953	0.264722222	5426	5.426	355	5.916666667	5.69	20.5
Taxi Libre	1694	0.470555556	8864	8.864	611	10.18333333	5.23	18.84
Taxi de Sitio	1782	0.495	8508	8.508	338	5.633333333	4.77	17.19
Taxi Libre	135	0.0375	510	0.51	59	0.983333333	3.78	13.6
Taxi Libre	1368	0.38	9019	9.019	226	3.766666667	6.59	23.73
Taxi Libre	1152	0.32	4128	4.128	379	6.316666667	3.58	12.9
Radio Taxi	2288	0.635555556	8419	8.419	1012	16.86666667	3.68	13.25
Taxi Libre	179	0.049722222	1366	1.366	48	0.8	7.63	27.47
Taxi Libre	2461	0.683611111	2045	2.045	4294	71.56666667	0.83	2.99
Radio Taxi	1791	0.4975	1361	1.361	442	7.366666667	0.76	2.74
Taxi de Sitio	311	0.086388889	951	0.951	134	2.233333333	3.06	11.01
Taxi Libre	171	0.0475	1481	1.481	54	0.9	8.66	31.18
Taxi Libre	811	0.225277778	2958	2.958	768	12.8	3.65	13.13
Taxi Libre	436	0.121111111	1589	1.589	645	10.75	3.64	13.12
Taxi Libre	402	0.111666667	1457	1.457	456	7.6	3.62	13.05
Taxi Libre	305	0.084722222	1253	1.253	680	11.33333333	4.11	14.79
Taxi Libre	483	0.134166667	3726	3.726	62	1.033333333	7.71	27.77
Taxi Libre	448	0.124444444	2693	2.693	142	2.366666667	6.01	21.64
Taxi Libre	1730	0.480555556	3294	3.294	1302	21.7	1.9	6.85
Taxi Libre	253	0.070277778	1325	1.325	29	0.483333333	5.24	18.85
Taxi Libre	366	0.101666667	2343	2.343	118	1.966666667	6.4	23.05
Taxi de Sitio	846	0.235	2241	2.241	182	3.033333333	2.65	9.54
Taxi de Sitio	2286	0.635	4167	4.167	164	2.733333333	1.82	6.56
Taxi Libre	2093	0.581388889	3444	3.444	1452	24.2	1.65	5.92
Taxi Libre	313	0.086944444	1753	1.753	106	1.766666667	5.6	20.16
Taxi Libre	183	0.050833333	1099	1.099	63	1.05	6.01	21.62
Taxi Libre	1620	0.45	7157	7.157	706	11.76666667	4.42	15.9
Taxi de Sitio	1409	0.391388889	3061	3.061	1166	19.43333333	2.17	7.82
Taxi Libre	2037	0.565833333	8050	8.05	997	16.61666667	3.95	14.23
Taxi Libre	427	0.118611111	2728	2.728	113	1.883333333	6.39	23
Taxi Libre	229	0.063611111	1478	1.478	36	0.6	6.45	23.23
Taxi Libre	576	0.16	1754	1.754	257	4.283333333	3.05	10.96
Taxi Libre	147	0.040833333	1259	1.259	54	0.9	8.56	30.83
Taxi Libre	1838	0.510555556	503	0.503	1310	21.83333333	0.27	0.99
Taxi de Sitio	1097	0.304722222	5051	5.051	88	1.466666667	4.6	16.58
Taxi de Sitio	1043	0.289722222	3741	3.741	456	7.6	3.59	12.91
Taxi Libre	1478	0.410555556	8345	8.345	588	9.8	5.65	20.33
Taxi Libre	390	0.108333333	1983	1.983	142	2.366666667	5.08	18.3
Taxi Libre	1432	0.397777778	1089	1.089	1307	21.78333333	0.76	2.74
Taxi Libre	1638	0.455	5376	5.376	902	15.03333333	3.28	11.82
Taxi Libre	862	0.239444444	572	0.572	870	14.5	0.66	2.39
Taxi de Sitio	1867	0.518611111	8328	8.328	218	3.633333333	4.46	16.06
Taxi Libre	1647	0.4575	7532	7.532	891	14.85	4.57	16.46
Taxi Libre	446	0.123888889	2899	2.899	80	1.333333333	6.5	23.4
Taxi Libre	213	0.059166667	2349	2.349	48	0.8	11.03	39.7
Taxi de Sitio	894	0.248333333	4409	4.409	314	5.233333333	4.93	17.75
Radio Taxi	1038	0.288333333	892	0.892	1168	19.46666667	0.86	3.09
Taxi Libre	1247	0.346388889	6876	6.876	378	6.3	5.51	19.85
Taxi Libre	1060	0.294444444	4167	4.167	221	3.683333333	3.93	14.15
Taxi de Sitio	615	0.170833333	2059	2.059	243	4.05	3.35	12.05
Taxi de Sitio	524	0.145555556	2784	2.784	193	3.216666667	5.31	19.13
Taxi de Sitio	978	0.271666667	3997	3.997	421	7.016666667	4.09	14.71
Taxi de Sitio	1353	0.375833333	4214	4.214	617	10.28333333	3.11	11.21
Taxi de Sitio	737	0.204722222	5227	5.227	302	5.033333333	7.09	25.53
Taxi Libre	2007	0.5575	7048	7.048	1142	19.03333333	3.51	12.64
Taxi Libre	1260	0.35	8240	8.24	430	7.166666667	6.54	23.54
Taxi Libre	2053	0.570277778	7510	7.51	323	5.383333333	3.66	13.17
Taxi Libre	488	0.135555556	1753	1.753	179	2.983333333	3.59	12.93
