Transporte	trip_duration	trip_duration_hrs	dist_meters	dist_km	wait_sec	wait_min	Vel_mts_seg	Vel_km_hr
Taxi Libre	1194	0.331666667	8144	8.144	172	2.866666667	6.82	24.55
Taxi Libre	523	0.145277778	2563	2.563	177	2.95	4.9	17.64
Taxi Libre	1220	0.338888889	1939	1.939	870	14.5	1.59	5.72
Taxi Libre	851	0.236388889	6529	6.529	65	1.083333333	7.67	27.62
Taxi Libre	871	0.241944444	5345	5.345	162	2.7	6.14	22.09
Taxi Libre	647	0.179722222	4700	4.7	51	0.85	7.26	26.15
Taxi Libre	551	0.153055556	1960	1.96	72	1.2	3.56	12.81
Taxi Libre	412	0.114444444	1221	1.221	52	0.866666667	2.96	10.67
Taxi Libre	564	0.156666667	2410	2.41	56	0.933333333	4.27	15.38
Taxi Libre	478	0.132777778	1864	1.864	61	1.016666667	3.9	14.04
Taxi Libre	630	0.175	2428	2.428	27	0.45	3.85	13.87
Taxi de Sitio	736	0.204444444	3603	3.603	176	2.933333333	4.9	17.62
Taxi de Sitio	2431	0.675277778	3766	3.766	2061	34.35	1.55	5.58
Taxi de Sitio	1109	0.308055556	7772	7.772	289	4.816666667	7.01	25.23
Taxi de Sitio	802	0.222777778	2814	2.814	180	3	3.51	12.63
Taxi de Sitio	2079	0.5775	4655	4.655	1717	28.61666667	2.24	8.06
Taxi Libre	1730	0.480555556	6464	6.464	950	15.83333333	3.74	13.45
Taxi de Sitio	1191	0.330833333	2996	2.996	885	14.75	2.52	9.06
Taxi de Sitio	321	0.089166667	3462	3.462	25	0.416666667	10.79	38.83
Taxi de Sitio	847	0.235277778	4950	4.95	110	1.833333333	5.84	21.04
Taxi de Sitio	340	0.094444444	1294	1.294	25	0.416666667	3.81	13.7
Taxi de Sitio	220	0.061111111	927	0.927	19	0.316666667	4.21	15.17
Taxi Libre	658	0.182777778	3911	3.911	196	3.266666667	5.94	21.4
Taxi de Sitio	2295	0.6375	5438	5.438	1031	17.18333333	2.37	8.53
Taxi de Sitio	464	0.128888889	2294	2.294	174	2.9	4.94	17.8
Taxi de Sitio	404	0.112222222	1455	1.455	216	3.6	3.6	12.97
Taxi de Sitio	1073	0.298055556	4354	4.354	527	8.783333333	4.06	14.61
Taxi de Sitio	1103	0.306388889	2941	2.941	705	11.75	2.67	9.6
Radio Taxi	1830	0.508333333	7920	7.92	1558	25.96666667	4.33	15.58
Taxi Libre	1299	0.360833333	6477	6.477	192	3.2	4.99	17.95
Taxi de Sitio	421	0.116944444	2425	2.425	124	2.066666667	5.76	20.74
Taxi Libre	448	0.124444444	2146	2.146	91	1.516666667	4.79	17.24
Taxi de Sitio	1704	0.473333333	6599	6.599	891	14.85	3.87	13.94
Taxi Libre	284	0.078888889	633	0.633	159	2.65	2.23	8.02
Taxi Libre	2588	0.718888889	7724	7.724	1262	21.03333333	2.98	10.74
Taxi de Sitio	165	0.045833333	517	0.517	30	0.5	3.13	11.28
Taxi de Sitio	1817	0.504722222	6086	6.086	771	12.85	3.35	12.06
Taxi de Sitio	1206	0.335	2409	2.409	731	12.18333333	2	7.19
Taxi Libre	879	0.244166667	4119	4.119	203	3.383333333	4.69	16.87
Radio Taxi	832	0.231111111	4007	4.007	702	11.7	4.82	17.34
Taxi de Sitio	449	0.124722222	1758	1.758	136	2.266666667	3.92	14.1
Taxi Libre	602	0.167222222	2934	2.934	170	2.833333333	4.87	17.55
Taxi de Sitio	1471	0.408611111	8352	8.352	514	8.566666667	5.68	20.44
UberBlack	961	0.266944444	7756	7.756	211	3.516666667	8.07	29.05
Taxi Libre	338	0.093888889	1132	1.132	123	2.05	3.35	12.06
Taxi Libre	1801	0.500277778	8037	8.037	295	4.916666667	4.46	16.07
Taxi de Sitio	657	0.1825	3545	3.545	88	1.466666667	5.4	19.42
Taxi de Sitio	588	0.163333333	3034	3.034	102	1.7	5.16	18.58
Taxi Libre	173	0.048055556	583	0.583	66	1.1	3.37	12.13
Radio Taxi	1583	0.439722222	6204	6.204	730	12.16666667	3.92	14.11
Taxi Libre	407	0.113055556	1371	1.371	48	0.8	3.37	12.13
Taxi Libre	502	0.139444444	1569	1.569	89	1.483333333	3.13	11.25
Taxi Libre	211	0.058611111	811	0.811	61	1.016666667	3.84	13.84
Taxi Libre	276	0.076666667	923	0.923	34	0.566666667	3.34	12.04
Radio Taxi	685	0.190277778	5990	5.99	110	1.833333333	8.74	31.48
Taxi Libre	610	0.169444444	2517	2.517	174	2.9	4.13	14.85
Radio Taxi	667	0.185277778	1766	1.766	127	2.116666667	2.65	9.53
Taxi Libre	495	0.1375	1568	1.568	72	1.2	3.17	11.4
Radio Taxi	180	0.05	807	0.807	23	0.383333333	4.48	16.14
Radio Taxi	997	0.276944444	605	0.605	1767	29.45	0.61	2.18
Taxi de Sitio	1514	0.420555556	2484	2.484	270	4.5	1.64	5.91
Taxi Libre	739	0.205277778	2526	2.526	328	5.466666667	3.42	12.31
Taxi de Sitio	1485	0.4125	1780	1.78	1206	20.1	1.2	4.32
Taxi Libre	484	0.134444444	1679	1.679	91	1.516666667	3.47	12.49
Radio Taxi	415	0.115277778	2634	2.634	3016	50.26666667	6.35	22.85
Taxi de Sitio	1775	0.493055556	2701	2.701	251	4.183333333	1.52	5.48
Radio Taxi	1928	0.535555556	4571	4.571	796	13.26666667	2.37	8.54
Taxi Libre	425	0.118055556	2022	2.022	65	1.083333333	4.76	17.13
Taxi Libre	438	0.121666667	1529	1.529	49	0.816666667	3.49	12.57
Taxi Libre	477	0.1325	1799	1.799	60	1	3.77	13.58
Taxi Libre	1912	0.531111111	8469	8.469	676	11.26666667	4.43	15.95
Taxi Libre	263	0.073055556	1548	1.548	20	0.333333333	5.89	21.19
Taxi de Sitio	993	0.275833333	6769	6.769	342	5.7	6.82	24.54
Taxi Libre	292	0.081111111	1568	1.568	37	0.616666667	5.37	19.33
Taxi de Sitio	167	0.046388889	891	0.891	40	0.666666667	5.34	19.21
Taxi de Sitio	847	0.235277778	5055	5.055	242	4.033333333	5.97	21.49
Taxi de Sitio	1216	0.337777778	5838	5.838	321	5.35	4.8	17.28
Taxi Libre	284	0.078888889	1572	1.572	15	0.25	5.54	19.93
Taxi Libre	922	0.256111111	5185	5.185	222	3.7	5.62	20.25
Taxi de Sitio	2092	0.581111111	8181	8.181	696	11.6	3.91	14.08
Taxi Libre	306	0.085	1683	1.683	37	0.616666667	5.5	19.8
Taxi de Sitio	967	0.268611111	2983	2.983	298	4.966666667	3.08	11.11
Taxi Libre	441	0.1225	2464	2.464	88	1.466666667	5.59	20.11
Taxi Libre	354	0.098333333	1624	1.624	85	1.416666667	4.59	16.52
Taxi Libre	615	0.170833333	1653	1.653	356	5.933333333	2.69	9.68
Taxi Libre	342	0.095	1589	1.589	58	0.966666667	4.65	16.73
Taxi Libre	222	0.061666667	1431	1.431	18	0.3	6.45	23.21
Taxi Libre	229	0.063611111	1228	1.228	65	1.083333333	5.36	19.3
Taxi de Sitio	225	0.0625	1189	1.189	86	1.433333333	5.28	19.02
Taxi Libre	24	0.006666667	651	0.651	10	0.166666667	27.12	97.65
Taxi Libre	1256	0.348888889	8705	8.705	85	1.416666667	6.93	24.95
Taxi Libre	183	0.050833333	939	0.939	20	0.333333333	5.13	18.47
Taxi Libre	690	0.191666667	2793	2.793	287	4.783333333	4.05	14.57
Taxi Libre	317	0.088055556	2141	2.141	0	0	6.75	24.31
Taxi Libre	530	0.147222222	2904	2.904	161	2.683333333	5.48	19.73
Taxi Libre	815	0.226388889	4199	4.199	244	4.066666667	5.15	18.55
Taxi Libre	272	0.075555556	1593	1.593	9	0.15	5.86	21.08
Taxi Libre	263	0.073055556	1595	1.595	11	0.183333333	6.06	21.83
Taxi Libre	904	0.251111111	5520	5.52	109	1.816666667	6.11	21.98
Taxi Libre	1028	0.285555556	4218	4.218	112	1.866666667	4.1	14.77
Taxi de Sitio	803	0.223055556	3888	3.888	309	5.15	4.84	17.43
Taxi Libre	344	0.095555556	1600	1.6	76	1.266666667	4.65	16.74
Taxi Libre	1111	0.308611111	3314	3.314	337	5.616666667	2.98	10.74
Taxi Libre	267	0.074166667	2361	2.361	49	0.816666667	8.84	31.83
Taxi de Sitio	302	0.083888889	1361	1.361	131	2.183333333	4.51	16.22
Radio Taxi	1884	0.523333333	8952	8.952	586	9.766666667	4.75	17.11
Taxi de Sitio	1436	0.398888889	6883	6.883	626	10.43333333	4.79	17.26
Taxi Libre	82	0.022777778	1588	1.588	9	0.15	19.37	69.72
Taxi Libre	537	0.149166667	2136	2.136	74	1.233333333	3.98	14.32
Taxi de Sitio	1553	0.431388889	3076	3.076	273	4.55	1.98	7.13
Taxi Libre	1567	0.435277778	6168	6.168	531	8.85	3.94	14.17
Taxi Libre	621	0.1725	939	0.939	410	6.833333333	1.51	5.44
Taxi Libre	1325	0.368055556	3953	3.953	583	9.716666667	2.98	10.74
Taxi de Sitio	892	0.247777778	4359	4.359	306	5.1	4.89	17.59
Taxi Libre	2097	0.5825	3278	3.278	157	2.616666667	1.56	5.63
Taxi Libre	509	0.141388889	2000	2	136	2.266666667	3.93	14.15
Taxi Libre	1885	0.523611111	8727	8.727	919	15.31666667	4.63	16.67
Taxi de Sitio	630	0.175	2590	2.59	201	3.35	4.11	14.8
Taxi de Sitio	919	0.255277778	3767	3.767	394	6.566666667	4.1	14.76
UberX	1463	0.406388889	7542	7.542	93	1.55	5.16	18.56
Taxi Libre	1216	0.337777778	7570	7.57	489	8.15	6.23	22.41
UberX	1220	0.338888889	1264	1.264	960	16	1.04	3.73
Taxi Libre	1221	0.339166667	7592	7.592	352	5.866666667	6.22	22.38
Taxi de Sitio	1175	0.326388889	6711	6.711	323	5.383333333	5.71	20.56
Taxi Libre	159	0.044166667	516	0.516	39	0.65	3.25	11.68
Taxi Libre	974	0.270555556	5114	5.114	138	2.3	5.25	18.9
Taxi Libre	314	0.087222222	1033	1.033	48	0.8	3.29	11.84
Taxi Libre	251	0.069722222	828	0.828	65	1.083333333	3.3	11.88
Taxi Libre	1677	0.465833333	8595	8.595	283	4.716666667	5.13	18.45
Radio Taxi	718	0.199444444	1783	1.783	368	6.133333333	2.48	8.94
Taxi Libre	134	0.037222222	995	0.995	31	0.516666667	7.43	26.73
Taxi Libre	1208	0.335555556	3441	3.441	430	7.166666667	2.85	10.25
Taxi Libre	1606	0.446111111	4947	4.947	216	3.6	3.08	11.09
Taxi de Sitio	845	0.234722222	7297	7.297	107	1.783333333	8.64	31.09
UberX	372	0.103333333	4678	4.678	43	0.716666667	12.58	45.27
Taxi de Sitio	1603	0.445277778	4569	4.569	622	10.36666667	2.85	10.26
Radio Taxi	1032	0.286666667	1215	1.215	17	0.283333333	1.18	4.24
Taxi de Sitio	1633	0.453611111	7041	7.041	847	14.11666667	4.31	15.52
Taxi Libre	1498	0.416111111	5191	5.191	806	13.43333333	3.47	12.48
Taxi Libre	584	0.162222222	2879	2.879	169	2.816666667	4.93	17.75
Radio Taxi	609	0.169166667	1755	1.755	269	4.483333333	2.88	10.37
Taxi de Sitio	1253	0.348055556	1123	1.123	1095	18.25	0.9	3.23
Taxi de Sitio	1243	0.345277778	4025	4.025	693	11.55	3.24	11.66
Taxi de Sitio	739	0.205277778	4803	4.803	141	2.35	6.5	23.4
Taxi de Sitio	757	0.210277778	6939	6.939	101	1.683333333	9.17	33
Taxi de Sitio	1073	0.298055556	1431	1.431	101	1.683333333	1.33	4.8
Taxi de Sitio	1377	0.3825	3039	3.039	854	14.23333333	2.21	7.95
Taxi de Sitio	2201	0.611388889	4387	4.387	1658	27.63333333	1.99	7.18
Taxi de Sitio	1014	0.281666667	7467	7.467	178	2.966666667	7.36	26.51
Taxi de Sitio	926	0.257222222	3001	3.001	136	2.266666667	3.24	11.67
UberX	394	0.109444444	1387	1.387	135	2.25	3.52	12.67
Taxi de Sitio	2234	0.620555556	6046	6.046	37	0.616666667	2.71	9.74
Taxi Libre	740	0.205555556	4589	4.589	146	2.433333333	6.2	22.32
Taxi de Sitio	1017	0.2825	5248	5.248	360	6	5.16	18.58
Taxi de Sitio	1168	0.324444444	4398	4.398	607	10.11666667	3.77	13.56
Taxi de Sitio	1362	0.378333333	3423	3.423	991	16.51666667	2.51	9.05
Taxi de Sitio	836	0.232222222	5106	5.106	337	5.616666667	6.11	21.99
Taxi de Sitio	1057	0.293611111	5414	5.414	406	6.766666667	5.12	18.44
Taxi de Sitio	1201	0.333611111	3489	3.489	615	10.25	2.91	10.46
Taxi Libre	282	0.078333333	1453	1.453	40	0.666666667	5.15	18.55
Taxi de Sitio	1077	0.299166667	3859	3.859	15	0.25	3.58	12.9
Taxi Libre	617	0.171388889	2397	2.397	185	3.083333333	3.88	13.99
Taxi de Sitio	1019	0.283055556	4015	4.015	532	8.866666667	3.94	14.18
UberXL	422	0.117222222	1695	1.695	138	2.3	4.02	14.46
Taxi de Sitio	224	0.062222222	1275	1.275	53	0.883333333	5.69	20.49
Taxi de Sitio	421	0.116944444	1659	1.659	231	3.85	3.94	14.19
UberX	178	0.049444444	983	0.983	52	0.866666667	5.52	19.88
Taxi de Sitio	440	0.122222222	1726	1.726	169	2.816666667	3.92	14.12
Taxi Libre	1365	0.379166667	7624	7.624	156	2.6	5.59	20.11
Taxi de Sitio	1909	0.530277778	6621	6.621	298	4.966666667	3.47	12.49
UberX	376	0.104444444	2088	2.088	105	1.75	5.55	19.99
Taxi Libre	1841	0.511388889	4132	4.132	1457	24.28333333	2.24	8.08
UberXL	156	0.043333333	889	0.889	53	0.883333333	5.7	20.52
UberX	240	0.066666667	989	0.989	102	1.7	4.12	14.83
Taxi Libre	1581	0.439166667	2698	2.698	588	9.8	1.71	6.14
Taxi de Sitio	100	0.027777778	594	0.594	24	0.4	5.94	21.38
UberX	662	0.183888889	766	0.766	38	0.633333333	1.16	4.17
Taxi Libre	1105	0.306944444	4306	4.306	229	3.816666667	3.9	14.03
Taxi Libre	419	0.116388889	2636	2.636	58	0.966666667	6.29	22.65
Taxi de Sitio	1180	0.327777778	3041	3.041	744	12.4	2.58	9.28
Taxi de Sitio	592	0.164444444	2882	2.882	19	0.316666667	4.87	17.53
Taxi de Sitio	1049	0.291388889	4176	4.176	526	8.766666667	3.98	14.33
Taxi de Sitio	1255	0.348611111	3776	3.776	752	12.53333333	3.01	10.83
Taxi de Sitio	1617	0.449166667	5656	5.656	140	2.333333333	3.5	12.59
Taxi Libre	670	0.186111111	3492	3.492	39	0.65	5.21	18.76
Taxi de Sitio	392	0.108888889	1870	1.87	141	2.35	4.77	17.17
Taxi Libre	363	0.100833333	1691	1.691	15	0.25	4.66	16.77
Taxi de Sitio	311	0.086388889	1424	1.424	111	1.85	4.58	16.48
Taxi Libre	1325	0.368055556	6394	6.394	450	7.5	4.83	17.37
Taxi de Sitio	1282	0.356111111	6971	6.971	388	6.466666667	5.44	19.58
Taxi Libre	1185	0.329166667	3367	3.367	529	8.816666667	2.84	10.23
Taxi Libre	257	0.071388889	982	0.982	42	0.7	3.82	13.76
Taxi de Sitio	1142	0.317222222	3552	3.552	408	6.8	3.11	11.2
Taxi Libre	1000	0.277777778	6683	6.683	198	3.3	6.68	24.06
Taxi Libre	2477	0.688055556	4606	4.606	158	2.633333333	1.86	6.69
Taxi Libre	765	0.2125	3350	3.35	214	3.566666667	4.38	15.76
Taxi de Sitio	642	0.178333333	3372	3.372	115	1.916666667	5.25	18.91
Taxi Libre	865	0.240277778	6321	6.321	201	3.35	7.31	26.31
Taxi Libre	1847	0.513055556	6940	6.94	449	7.483333333	3.76	13.53
Taxi de Sitio	594	0.165	2867	2.867	58	0.966666667	4.83	17.38
Taxi Libre	1996	0.554444444	8528	8.528	614	10.23333333	4.27	15.38
Taxi Libre	275	0.076388889	1152	1.152	33	0.55	4.19	15.08
Taxi Libre	1287	0.3575	1609	1.609	1160	19.33333333	1.25	4.5
Taxi Libre	1106	0.307222222	5521	5.521	86	1.433333333	4.99	17.97
Taxi de Sitio	608	0.168888889	1793	1.793	352	5.866666667	2.95	10.62
Taxi Libre	2575	0.715277778	2473	2.473	2174	36.23333333	0.96	3.46
Taxi Libre	647	0.179722222	2185	2.185	298	4.966666667	3.38	12.16
Taxi de Sitio	411	0.114166667	1438	1.438	102	1.7	3.5	12.6
Taxi de Sitio	1470	0.408333333	7104	7.104	205	3.416666667	4.83	17.4
Taxi Libre	702	0.195	3174	3.174	156	2.6	4.52	16.28
Taxi de Sitio	1767	0.490833333	3977	3.977	177	2.95	2.25	8.1
Taxi de Sitio	997	0.276944444	4913	4.913	118	1.966666667	4.93	17.74
Taxi de Sitio	738	0.205	5816	5.816	121	2.016666667	7.88	28.37
Taxi Libre	2477	0.688055556	7529	7.529	577	9.616666667	3.04	10.94
Taxi de Sitio	543	0.150833333	2443	2.443	115	1.916666667	4.5	16.2
Radio Taxi	1544	0.428888889	7616	7.616	292	4.866666667	4.93	17.76
Taxi de Sitio	747	0.2075	2607	2.607	277	4.616666667	3.49	12.56
Taxi de Sitio	868	0.241111111	8171	8.171	132	2.2	9.41	33.89
Radio Taxi	1499	0.416388889	4598	4.598	525	8.75	3.07	11.04
Taxi de Sitio	1086	0.301666667	1991	1.991	789	13.15	1.83	6.6
Taxi Libre	679	0.188611111	3047	3.047	38	0.633333333	4.49	16.15
Taxi Libre	1455	0.404166667	6323	6.323	569	9.483333333	4.35	15.64
Taxi Libre	844	0.234444444	5081	5.081	18	0.3	6.02	21.67
Taxi Libre	2048	0.568888889	1597	1.597	54	0.9	0.78	2.81
Taxi Libre	295	0.081944444	1126	1.126	29	0.483333333	3.82	13.74
Taxi Libre	902	0.250555556	3845	3.845	162	2.7	4.26	15.35
Taxi Libre	1545	0.429166667	6361	6.361	716	11.93333333	4.12	14.82
Radio Taxi	859	0.238611111	6640	6.64	819	13.65	7.73	27.83
Radio Taxi	449	0.124722222	2709	2.709	450	7.5	6.03	21.72
Radio Taxi	1383	0.384166667	5964	5.964	711	11.85	4.31	15.52
Taxi Libre	411	0.114166667	641	0.641	241	4.016666667	1.56	5.61
Taxi Libre	115	0.031944444	704	0.704	12	0.2	6.12	22.04
Taxi de Sitio	2448	0.68	5255	5.255	439	7.316666667	2.15	7.73
Taxi Libre	732	0.203333333	2620	2.62	331	5.516666667	3.58	12.89
Taxi Libre	1611	0.4475	6705	6.705	581	9.683333333	4.16	14.98
Taxi Libre	1412	0.392222222	5076	5.076	534	8.9	3.59	12.94
Taxi Libre	450	0.125	2514	2.514	41	0.683333333	5.59	20.11
Taxi Libre	549	0.1525	2870	2.87	63	1.05	5.23	18.82
Taxi Libre	1351	0.375277778	7478	7.478	397	6.616666667	5.54	19.93
Taxi Libre	1351	0.375277778	7478	7.478	397	6.616666667	5.54	19.93
Taxi Libre	1644	0.456666667	8047	8.047	38	0.633333333	4.89	17.62
Radio Taxi	33	0.009166667	1770	1.77	42	0.7	53.64	193.09
Radio Taxi	430	0.119444444	1622	1.622	445	7.416666667	3.77	13.58
Radio Taxi	255	0.070833333	1618	1.618	90	1.5	6.35	22.84
Radio Taxi	833	0.231388889	922	0.922	630	10.5	1.11	3.98
Radio Taxi	1203	0.334166667	1431	1.431	924	15.4	1.19	4.28
Radio Taxi	1858	0.516111111	3258	3.258	1377	22.95	1.75	6.31
Radio Taxi	1239	0.344166667	3399	3.399	201	3.35	2.74	9.88
Taxi de Sitio	1993	0.553611111	8006	8.006	1148	19.13333333	4.02	14.46
Taxi Libre	224	0.062222222	1257	1.257	84	1.4	5.61	20.2
Taxi Libre	1413	0.3925	7508	7.508	520	8.666666667	5.31	19.13
Taxi Libre	1107	0.3075	2773	2.773	27	0.45	2.5	9.02
Taxi Libre	1289	0.358055556	6087	6.087	531	8.85	4.72	17
Taxi Libre	139	0.038611111	897	0.897	50	0.833333333	6.45	23.23
UberX	617	0.171388889	2312	2.312	318	5.3	3.75	13.49
Radio Taxi	1841	0.511388889	6019	6.019	935	15.58333333	3.27	11.77
Radio Taxi	678	0.188333333	1596	1.596	412	6.866666667	2.35	8.47
Radio Taxi	791	0.219722222	2891	2.891	322	5.366666667	3.65	13.16
Radio Taxi	938	0.260555556	4441	4.441	303	5.05	4.73	17.04
Radio Taxi	737	0.204722222	3411	3.411	783	13.05	4.63	16.66
Radio Taxi	216	0.06	634	0.634	94	1.566666667	2.94	10.57
Radio Taxi	676	0.187777778	2415	2.415	311	5.183333333	3.57	12.86
Radio Taxi	1294	0.359444444	4154	4.154	751	12.51666667	3.21	11.56
Radio Taxi	955	0.265277778	7673	7.673	593	9.883333333	8.03	28.92
Radio Taxi	335	0.093055556	787	0.787	176	2.933333333	2.35	8.46
Radio Taxi	1431	0.3975	8577	8.577	333	5.55	5.99	21.58
Radio Taxi	1342	0.372777778	8689	8.689	601	10.01666667	6.47	23.31
Taxi Libre	71	0.019722222	737	0.737	0	0	10.38	37.37
Taxi Libre	150	0.041666667	569	0.569	36	0.6	3.79	13.66
Taxi Libre	385	0.106944444	1235	1.235	86	1.433333333	3.21	11.55
Taxi Libre	576	0.16	3484	3.484	81	1.35	6.05	21.77
Taxi Libre	34	0.009444444	1406	1.406	24	0.4	41.35	148.87
Radio Taxi	504	0.14	1384	1.384	301	5.016666667	2.75	9.89
Taxi de Sitio	1486	0.412777778	6572	6.572	555	9.25	4.42	15.92
Taxi Libre	1355	0.376388889	3709	3.709	352	5.866666667	2.74	9.85
Taxi Libre	1433	0.398055556	5950	5.95	241	4.016666667	4.15	14.95
Taxi Libre	899	0.249722222	7547	7.547	167	2.783333333	8.39	30.22
Taxi Libre	241	0.066944444	976	0.976	86	1.433333333	4.05	14.58
Taxi Libre	1652	0.458888889	2665	2.665	995	16.58333333	1.61	5.81
Taxi de Sitio	1017	0.2825	5478	5.478	281	4.683333333	5.39	19.39
Taxi de Sitio	266	0.073888889	1288	1.288	49	0.816666667	4.84	17.43
Taxi de Sitio	402	0.111666667	2162	2.162	162	2.7	5.38	19.36
Taxi de Sitio	340	0.094444444	2121	2.121	41	0.683333333	6.24	22.46
Taxi de Sitio	1989	0.5525	6350	6.35	591	9.85	3.19	11.49
Taxi de Sitio	724	0.201111111	6384	6.384	83	1.383333333	8.82	31.74
Radio Taxi	735	0.204166667	2912	2.912	786	13.1	3.96	14.26
Taxi de Sitio	1363	0.378611111	2664	2.664	89	1.483333333	1.95	7.04
Taxi Libre	824	0.228888889	5632	5.632	53	0.883333333	6.83	24.61
Taxi de Sitio	864	0.24	5158	5.158	109	1.816666667	5.97	21.49
Radio Taxi	992	0.275555556	6576	6.576	862	14.36666667	6.63	23.86
Taxi Libre	1610	0.447222222	803	0.803	132	2.2	0.5	1.8
Taxi Libre	960	0.266666667	5060	5.06	288	4.8	5.27	18.97
Taxi Libre	895	0.248611111	2591	2.591	524	8.733333333	2.89	10.42
Taxi Libre	2392	0.664444444	1624	1.624	2096	34.93333333	0.68	2.44
Taxi Libre	199	0.055277778	812	0.812	1	0.016666667	4.08	14.69
Taxi Libre	441	0.1225	1521	1.521	62	1.033333333	3.45	12.42
Taxi Libre	370	0.102777778	2259	2.259	11	0.183333333	6.11	21.98
Taxi Libre	1394	0.387222222	4975	4.975	279	4.65	3.57	12.85
Taxi Libre	1528	0.424444444	3271	3.271	739	12.31666667	2.14	7.71
Radio Taxi	669	0.185833333	6962	6.962	47	0.783333333	10.41	37.46
Taxi Libre	858	0.238333333	3709	3.709	289	4.816666667	4.32	15.56
Taxi Libre	302	0.083888889	984	0.984	37	0.616666667	3.26	11.73
Radio Taxi	1031	0.286388889	6296	6.296	994	16.56666667	6.11	21.98
Radio Taxi	656	0.182222222	4468	4.468	189	3.15	6.81	24.52
Taxi de Sitio	731	0.203055556	6151	6.151	170	2.833333333	8.41	30.29
Radio Taxi	685	0.190277778	2943	2.943	200	3.333333333	4.3	15.47
Radio Taxi	1374	0.381666667	8480	8.48	80	1.333333333	6.17	22.22
Radio Taxi	874	0.242777778	5135	5.135	683	11.38333333	5.88	21.15
Taxi Libre	351	0.0975	881	0.881	79	1.316666667	2.51	9.04
Taxi Libre	350	0.097222222	1025	1.025	56	0.933333333	2.93	10.54
Taxi Libre	441	0.1225	1613	1.613	26	0.433333333	3.66	13.17
Taxi Libre	903	0.250833333	1378	1.378	645	10.75	1.53	5.49
Taxi Libre	1207	0.335277778	3658	3.658	354	5.9	3.03	10.91
Taxi Libre	265	0.073611111	936	0.936	60	1	3.53	12.72
Radio Taxi	1218	0.338333333	8445	8.445	1004	16.73333333	6.93	24.96
Taxi de Sitio	1321	0.366944444	7794	7.794	265	4.416666667	5.9	21.24
UberX	364	0.101111111	1331	1.331	75	1.25	3.66	13.16
Radio Taxi	2679	0.744166667	9073	9.073	1954	32.56666667	3.39	12.19
Taxi Libre	1059	0.294166667	2385	2.385	649	10.81666667	2.25	8.11
Taxi de Sitio	2083	0.578611111	595	0.595	113	1.883333333	0.29	1.03
Taxi Libre	823	0.228611111	4520	4.52	144	2.4	5.49	19.77
Taxi de Sitio	771	0.214166667	3767	3.767	196	3.266666667	4.89	17.59
Radio Taxi	1073	0.298055556	4089	4.089	27	0.45	3.81	13.72
Radio Taxi	779	0.216388889	6681	6.681	108	1.8	8.58	30.87
Taxi Libre	253	0.070277778	2103	2.103	18	0.3	8.31	29.92
Taxi Libre	1100	0.305555556	5273	5.273	194	3.233333333	4.79	17.26
Taxi Libre	285	0.079166667	1498	1.498	109	1.816666667	5.26	18.92
Taxi Libre	1041	0.289166667	4264	4.264	287	4.783333333	4.1	14.75
Taxi Libre	1526	0.423888889	877	0.877	1090	18.16666667	0.57	2.07
Taxi Libre	459	0.1275	2663	2.663	166	2.766666667	5.8	20.89
Taxi de Sitio	1038	0.288333333	3906	3.906	337	5.616666667	3.76	13.55
Taxi Libre	229	0.063611111	988	0.988	75	1.25	4.31	15.53
Taxi Libre	860	0.238888889	2902	2.902	235	3.916666667	3.37	12.15
Taxi Libre	1638	0.455	5406	5.406	678	11.3	3.3	11.88
Taxi de Sitio	919	0.255277778	4034	4.034	490	8.166666667	4.39	15.8
Taxi Libre	612	0.17	2407	2.407	210	3.5	3.93	14.16
Taxi Libre	689	0.191388889	2530	2.53	249	4.15	3.67	13.22
Taxi Libre	923	0.256388889	5058	5.058	191	3.183333333	5.48	19.73
Taxi Libre	490	0.136111111	2797	2.797	98	1.633333333	5.71	20.55
Taxi de Sitio	1519	0.421944444	7582	7.582	372	6.2	4.99	17.97
Taxi Libre	378	0.105	2830	2.83	91	1.516666667	7.49	26.95
Taxi Libre	989	0.274722222	1929	1.929	54	0.9	1.95	7.02
Taxi Libre	1099	0.305277778	8041	8.041	127	2.116666667	7.32	26.34
Taxi de Sitio	771	0.214166667	3710	3.71	78	1.3	4.81	17.32
Taxi Libre	1176	0.326666667	2675	2.675	694	11.56666667	2.27	8.19
Taxi Libre	1485	0.4125	6880	6.88	608	10.13333333	4.63	16.68
Taxi Libre	727	0.201944444	4230	4.23	207	3.45	5.82	20.95
Taxi Libre	1338	0.371666667	8482	8.482	363	6.05	6.34	22.82
Taxi Libre	828	0.23	3910	3.91	229	3.816666667	4.72	17
Taxi Libre	1592	0.442222222	2364	2.364	686	11.43333333	1.48	5.35
Radio Taxi	1073	0.298055556	5451	5.451	318	5.3	5.08	18.29
Radio Taxi	1201	0.333611111	3667	3.667	684	11.4	3.05	10.99
Taxi Libre	413	0.114722222	2440	2.44	130	2.166666667	5.91	21.27
Taxi Libre	780	0.216666667	2158	2.158	365	6.083333333	2.77	9.96
Taxi de Sitio	2384	0.662222222	8919	8.919	518	8.633333333	3.74	13.47
Radio Taxi	909	0.2525	7290	7.29	404	6.733333333	8.02	28.87
Taxi Libre	339	0.094166667	1222	1.222	118	1.966666667	3.6	12.98
Taxi Libre	1541	0.428055556	1285	1.285	132	2.2	0.83	3
Taxi Libre	391	0.108611111	2380	2.38	61	1.016666667	6.09	21.91
