"","id","vendor_id","pickup_datetime","dropoff_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","store_and_fwd_flag","trip_duration","trip_duration_hrs","dist_meters","dist_km","wait_sec","wait_min"
"5496",9653,"México DF Taxi Libre","08/12/2016 10:13","08/12/2016 10:17",-99.2481256,19.32721934,-99.2516331,19.3264824,"N",279,0.08,955,0.955,43,0.716666667
"5497",9655,"México DF Taxi Libre","08/12/2016 10:18","08/12/2016 10:20",-99.25172584,19.32653458,-99.24830871,19.3256367,"N",94,0.03,402,0.402,12,0.2
"5498",9656,"México DF Taxi Libre","08/12/2016 10:20","08/12/2016 10:27",-99.24830599,19.32581585,-99.24816787,19.32719359,"N",430,0.12,806,0.806,206,3.433333333
"5499",9658,"México DF Taxi Libre","08/12/2016 10:33","08/12/2016 10:39",-99.09515685,19.24226871,-99.09711256,19.23337753,"N",358,0.1,1530,1.53,106,1.766666667
"5500",9662,"México DF Taxi Libre","08/12/2016 12:39","08/12/2016 12:46",-99.06942969,19.33228681,-99.07416727,19.3172455,"N",418,0.12,2791,2.791,101,1.683333333
"5501",9663,"México DF Taxi Libre","08/12/2016 11:12","08/12/2016 11:18",-99.24814838,19.32724529,-99.24764788,19.32990803,"N",350,0.1,493,0.493,73,1.216666667
"5502",9664,"México DF Taxi Libre","08/12/2016 01:15","08/12/2016 01:23",-99.0697989,19.3307369,-99.07421405,19.31725469,"N",478,0.13,2962,2.962,162,2.7
"5503",9666,"México DF Taxi Libre","08/12/2016 01:09","08/12/2016 01:41",-99.00614329,19.27609992,-99.06017004,19.30746804,"N",1907,0.53,7106,7.106,12,0.2
"5504",9667,"México DF Taxi Libre","08/12/2016 01:44","08/12/2016 01:58",-99.06053447,19.30528833,-99.03254306,19.29096552,"N",826,0.23,4440,4.44,267,4.45
"5505",9670,"México DF Taxi Libre","08/12/2016 02:15","08/12/2016 02:27",-99.05984371,19.30729101,-99.07766634,19.2988335,"N",694,0.19,2916,2.916,173,2.883333333
"5506",9672,"México DF Taxi Libre","08/12/2016 03:12","08/12/2016 03:16",-99.07031572,19.33095874,-99.07949102,19.33444402,"N",256,0.07,1286,1.286,25,0.416666667
"5507",9673,"México DF Taxi Libre","08/12/2016 03:37","08/12/2016 04:07",-99.06978559,19.33096679,-99.09061503,19.33382802,"N",1811,0.5,5549,5.549,66,1.1
"5508",9679,"México DF Taxi de Sitio","08/12/2016 06:02","08/12/2016 06:17",-99.15293123,19.40414272,-99.17156639,19.39272656,"N",844,0.23,2715,2.715,20,0.333333333
"5509",9681,"México DF Radio Taxi","08/12/2016 06:52","08/12/2016 06:52",-99.13325119,19.35697793,-99.13338548,19.35683322,"N",17,0,23,0.023,5,0.083333333
"5510",9682,"México DF Taxi Libre","08/12/2016 07:37","08/12/2016 07:38",-99.08071469,19.49539581,-99.08153603,19.49587945,"N",44,0.01,108,0.108,1,0.016666667
"5511",9683,"México DF Taxi Libre","08/12/2016 07:38","08/12/2016 07:39",-99.08264412,19.49662909,-99.08358235,19.49818186,"N",62,0.02,271,0.271,5,0.083333333
"5512",9684,"México DF Taxi Libre","08/12/2016 07:40","08/12/2016 07:45",-99.2338354,19.35822603,-99.22475842,19.36204472,"N",311,0.09,1130,1.13,102,1.7
"5513",9687,"México DF Taxi Libre","08/12/2016 10:42","08/12/2016 10:54",-99.09282737,19.23524405,-99.09499149,19.25063911,"N",722,0.2,4126,4.126,74,1.233333333
"5514",9689,"México DF Taxi Libre","08/12/2016 08:19","08/12/2016 08:46",-99.09838262,19.2352431,-99.11895072,19.22835242,"N",1622,0.45,6504,6.504,53,0.883333333
"5515",9691,"México DF Taxi de Sitio","09/12/2016 12:11","09/12/2016 12:21",-99.13909175,19.42869501,-99.1665389,19.42464934,"N",608,0.17,3444,3.444,314,5.233333333
"5516",9694,"México DF UberX","09/12/2016 08:43","09/12/2016 08:44",-99.06548237,19.39335034,-99.06603566,19.39343134,"N",22,0.01,63,0.063,6,0.1
"5517",9698,"México DF Taxi Libre","09/12/2016 09:13","09/12/2016 09:30",-99.06990277,19.33084774,-99.08791728,19.3233229,"N",1035,0.29,3282,3.282,386,6.433333333
"5518",9699,"México DF Taxi Libre","09/12/2016 09:44","09/12/2016 10:16",-99.19393563,19.37197788,-99.11229813,19.32849315,"N",1883,0.52,10583,10.583,7,0.116666667
"5519",9700,"México DF Taxi Libre","09/12/2016 10:24","09/12/2016 10:29",-99.06981557,19.33086321,-99.07526574,19.32612406,"N",313,0.09,1271,1.271,119,1.983333333
"5520",9702,"México DF Taxi Libre","09/12/2016 11:10","09/12/2016 11:15",-99.20421723,19.36922108,-99.20153105,19.39014842,"N",286,0.08,2666,2.666,66,1.1
"5521",9703,"México DF Taxi Libre","09/12/2016 11:26","09/12/2016 11:39",-99.07106155,19.33111109,-99.09240342,19.32146308,"N",805,0.22,3816,3.816,247,4.116666667
"5522",9704,"México DF Taxi Libre","09/12/2016 11:44","09/12/2016 11:52",-99.20397163,19.36964663,-99.20890034,19.37179396,"N",510,0.14,1587,1.587,213,3.55
"5523",9705,"México DF Taxi Libre","09/12/2016 01:16","09/12/2016 01:20",-99.06904557,19.33068648,-99.06835656,19.33067372,"N",211,0.06,530,0.53,95,1.583333333
"5524",9706,"México DF Taxi Libre","09/12/2016 01:20","09/12/2016 01:41",-99.06838771,19.33066295,-99.0684583,19.3308101,"N",1317,0.37,6494,6.494,417,6.95
"5525",9714,"México DF Taxi Libre","09/12/2016 03:42","09/12/2016 04:08",-99.06944456,19.33214856,-99.08636644,19.35704396,"N",1546,0.43,6419,6.419,482,8.033333333
"5526",9715,"México DF Taxi Libre","09/12/2016 05:47","09/12/2016 05:53",-99.07033414,19.33100482,-99.07541541,19.32422685,"N",330,0.09,1406,1.406,104,1.733333333
"5527",9716,"México DF Taxi de Sitio","09/12/2016 06:34","09/12/2016 06:35",-99.17675646,19.63784087,-99.17518644,19.63774444,"N",49,0.01,175,0.175,0,0
"5528",9717,"México DF Taxi Libre","09/12/2016 07:21","09/12/2016 07:22",-99.10824541,19.48628085,-99.10850903,19.48648274,"N",32,0.01,38,0.038,60,1
"5529",9722,"México DF Taxi Libre","08/12/2016 08:19","08/12/2016 08:46",-99.09838262,19.2352431,-99.11895072,19.22835242,"N",1622,0.45,6504,6.504,53,0.883333333
"5530",9723,"México DF Taxi Libre","10/12/2016 08:17","10/12/2016 08:24",-99.09714624,19.24206027,-99.11405177,19.23997506,"N",462,0.13,2640,2.64,54,0.9
"5531",9724,"México DF Taxi Libre","10/12/2016 08:25","10/12/2016 08:34",-99.11384866,19.24017702,-99.10707613,19.259391,"N",573,0.16,3450,3.45,85,1.416666667
"5532",9726,"México DF Taxi Libre","10/12/2016 09:00","10/12/2016 09:10",-99.09612499,19.25216135,-99.1064737,19.26480376,"N",631,0.18,2663,2.663,159,2.65
"5533",9727,"México DF Taxi Libre","10/12/2016 10:41","10/12/2016 10:56",-99.06852019,19.33063218,-99.06908918,19.33390844,"N",894,0.25,2985,2.985,432,7.2
"5534",9728,"México DF Taxi Libre","10/12/2016 08:53","10/12/2016 09:04",-99.06991075,19.33087733,-99.0494941,19.36143334,"N",675,0.19,5694,5.694,90,1.5
"5535",9729,"México DF Taxi Libre","10/12/2016 11:00","10/12/2016 11:08",-99.06950658,19.33174842,-99.071214,19.34144276,"N",432,0.12,2006,2.006,68,1.133333333
"5536",9730,"México DF Taxi Libre","10/12/2016 10:58","10/12/2016 11:09",-99.06977784,19.33088852,-99.07463091,19.31883884,"N",663,0.18,3096,3.096,168,2.8
"5537",9732,"México DF Taxi Libre","10/12/2016 11:31","10/12/2016 12:15",-99.06974287,19.33116922,-99.06648611,19.34460854,"N",2628,0.73,2006,2.006,76,1.266666667
"5538",9733,"México DF Taxi de Sitio","10/12/2016 12:02","10/12/2016 12:15",-99.16931674,19.37872759,-99.13200454,19.37771809,"N",766,0.21,5013,5.013,287,4.783333333
"5539",9734,"México DF Taxi Libre","10/12/2016 12:15","10/12/2016 12:43",-99.06840719,19.33067049,-99.0699839,19.33093628,"N",1707,0.47,615,0.615,74,1.233333333
"5540",9735,"México DF Taxi Libre","10/12/2016 12:43","10/12/2016 12:51",-99.06993989,19.33088126,-99.06503508,19.34516814,"N",436,0.12,2345,2.345,42,0.7
"5541",9736,"México DF Taxi Libre","10/12/2016 12:51","10/12/2016 01:02",-99.0650299,19.3451654,-99.07542242,19.32328328,"N",706,0.2,4151,4.151,240,4
"5542",9740,"México DF Taxi Libre","10/12/2016 03:44","10/12/2016 03:53",-99.19676485,19.42985902,-99.20401722,19.44012066,"N",540,0.15,2209,2.209,156,2.6
"5543",9741,"México DF Taxi de Sitio","10/12/2016 03:49","10/12/2016 04:17",-99.20342872,19.38068275,-99.1555171,19.40222552,"N",1683,0.47,7073,7.073,413,6.883333333
"5544",9743,"México DF Radio Taxi","10/12/2016 05:00","10/12/2016 05:09",-99.17896461,19.37138378,-99.17919731,19.38328588,"N",549,0.15,3593,3.593,468,7.8
"5545",9745,"México DF Radio Taxi","10/12/2016 05:52","10/12/2016 06:05",-99.18006179,19.37010938,-99.19872863,19.36928998,"N",723,0.2,5946,5.946,209,3.483333333
"5546",9747,"México DF Radio Taxi","10/12/2016 07:35","10/12/2016 07:51",-99.18052542,19.37056358,-99.18802278,19.37246889,"N",936,0.26,6056,6.056,205,3.416666667
"5547",9748,"México DF Taxi de Sitio","10/12/2016 08:06","10/12/2016 08:17",-99.11684055,19.42093375,-99.11123824,19.4429066,"N",665,0.18,4155,4.155,270,4.5
"5548",9749,"México DF Taxi de Sitio","10/12/2016 08:20","10/12/2016 08:40",-99.13499006,19.43507204,-99.15775474,19.38748688,"N",1182,0.33,8771,8.771,373,6.216666667
"5549",9751,"México DF Taxi de Sitio","10/12/2016 08:53","10/12/2016 09:08",-99.12647328,19.43588712,-99.11314809,19.46073308,"N",891,0.25,4145,4.145,347,5.783333333
"5550",9752,"México DF Taxi de Sitio","10/12/2016 09:26","10/12/2016 09:38",-99.11798623,19.46781731,-99.10032109,19.43901517,"N",719,0.2,7425,7.425,40,0.666666667
"5551",9756,"México DF Taxi Libre","11/12/2016 11:36","11/12/2016 11:58",-99.06927744,19.33245892,-99.01896806,19.34380082,"N",1314,0.37,7240,7.24,493,8.216666667
"5552",9757,"México DF Taxi Libre","11/12/2016 12:40","11/12/2016 12:59",-99.06959295,19.33124011,-99.09031705,19.36050575,"N",1173,0.33,5483,5.483,215,3.583333333
"5553",9758,"México DF Taxi Libre","11/12/2016 02:18","11/12/2016 02:29",-99.06034903,19.30756231,-99.06680916,19.29973552,"N",612,0.17,2355,2.355,297,4.95
"5554",9759,"México DF Taxi Libre","11/12/2016 02:49","11/12/2016 03:03",-99.06104074,19.30731457,-99.0760028,19.31005866,"N",817,0.23,3121,3.121,254,4.233333333
"5555",9760,"México DF Taxi Libre","11/12/2016 03:19","11/12/2016 03:39",-99.06039105,19.30765361,-99.08361358,19.30048656,"N",1199,0.33,4263,4.263,401,6.683333333
"5556",9763,"México DF Taxi Libre","11/12/2016 04:32","11/12/2016 04:45",-99.06022949,19.30746641,-99.04493724,19.29720551,"N",765,0.21,2619,2.619,442,7.366666667
"5557",9764,"México DF Radio Taxi","11/12/2016 05:37","11/12/2016 05:46",-99.18019158,19.37015356,-99.17499246,19.38641801,"N",570,0.16,3547,3.547,379,6.316666667
"5558",9769,"México DF Radio Taxi","11/12/2016 09:32","11/12/2016 09:46",-99.1809314,19.3705371,-99.21512979,19.36965662,"N",856,0.24,4786,4.786,204,3.4
"5559",9770,"México DF Radio Taxi","11/12/2016 10:29","11/12/2016 10:37",-99.18171814,19.37074603,-99.20618695,19.3731757,"N",496,0.14,9327,9.327,133,2.216666667
"5560",9772,"México DF Taxi de Sitio","11/12/2016 11:48","12/12/2016 12:01",-99.10300814,19.32732913,-99.11866476,19.28533891,"N",823,0.23,7394,7.394,65,1.083333333
"5561",9781,"México DF Taxi de Sitio","31/08/2016 02:50","31/08/2016 03:04",-99.17961712,19.43869091,-99.17579002,19.44075507,"N",820,0.23,2994,2.994,224,3.733333333
"5562",9782,"México DF Radio Taxi","31/08/2016 03:51","31/08/2016 03:52",-99.15017921,19.50390216,-99.15159674,19.50777532,"N",49,0.01,484,0.484,117,1.95
"5563",9783,"México DF Radio Taxi","31/08/2016 03:54","31/08/2016 03:56",-99.15461376,19.51465217,-99.15587306,19.51776993,"N",126,0.04,396,0.396,199,3.316666667
"5564",9784,"México DF Taxi de Sitio","31/08/2016 05:56","31/08/2016 06:06",-99.179515,19.43865635,-99.17271368,19.44414145,"N",581,0.16,1812,1.812,317,5.283333333
"5565",9786,"México DF Taxi de Sitio","31/08/2016 10:30","31/08/2016 10:47",-99.22198956,19.32154633,-99.24276374,19.35603576,"N",1023,0.28,8579,8.579,219,3.65
"5566",9787,"México DF Taxi de Sitio","31/08/2016 10:41","31/08/2016 11:02",-99.1163016,19.26240288,-99.13669254,19.32949968,"N",1306,0.36,9281,9.281,384,6.4
"5567",9788,"México DF Taxi de Sitio","01/09/2016 07:33","01/09/2016 07:53",-99.2025487,19.3814605,-99.16942402,19.37373004,"N",1220,0.34,5492,5.492,466,7.766666667
"5568",9795,"México DF Taxi Libre","01/09/2016 02:58","01/09/2016 03:06",-99.05260514,19.29430398,-99.03787054,19.29576044,"N",516,0.14,2785,2.785,68,1.133333333
"5569",9796,"México DF Taxi de Sitio","01/09/2016 03:05","01/09/2016 03:17",-99.17957922,19.43869378,-99.19283682,19.44458678,"N",721,0.2,2951,2.951,207,3.45
"5570",9798,"México DF Taxi de Sitio","01/09/2016 04:11","01/09/2016 04:19",-99.17953161,19.43862365,-99.16403175,19.43304513,"N",447,0.12,2174,2.174,94,1.566666667
"5571",9800,"México DF Taxi de Sitio","01/09/2016 06:41","01/09/2016 06:52",-99.1796978,19.43885125,-99.16512158,19.43544898,"N",635,0.18,2105,2.105,364,6.066666667
"5572",9803,"México DF Taxi Libre","02/09/2016 06:36","02/09/2016 07:14",-99.16976613,19.43568191,-99.17433837,19.44242188,"N",2254,0.63,945,0.945,9,0.15
"5573",9808,"México DF Taxi de Sitio","02/09/2016 08:06","02/09/2016 08:19",-99.11448768,19.2659361,-99.11830824,19.2769496,"N",779,0.22,1521,1.521,415,6.916666667
"5574",9811,"México DF Taxi de Sitio","02/09/2016 10:46","02/09/2016 11:12",-99.20559127,19.37882725,-99.16939974,19.41826246,"N",1579,0.44,8203,8.203,434,7.233333333
"5575",9812,"México DF Taxi de Sitio","02/09/2016 02:42","02/09/2016 02:43",-99.15529159,19.44816342,-99.15617614,19.44861104,"N",53,0.01,133,0.133,15,0.25
"5576",9813,"México DF Taxi de Sitio","02/09/2016 03:43","02/09/2016 03:59",-99.17950272,19.43858081,-99.16945851,19.43730557,"N",979,0.27,1536,1.536,163,2.716666667
"5577",9815,"México DF Taxi de Sitio","02/09/2016 04:25","02/09/2016 04:49",-99.17944179,19.43846088,-99.17078888,19.4438531,"N",1428,0.4,4533,4.533,372,6.2
"5578",9817,"México DF Taxi Libre","02/09/2016 06:57","02/09/2016 07:08",-99.10319182,19.38142619,-99.10234588,19.38910143,"N",625,0.17,1917,1.917,290,4.833333333
"5579",9820,"México DF Taxi de Sitio","19/07/2016 11:44","19/07/2016 11:56",-99.15680695,19.28690326,-99.18681412,19.27718521,"N",731,0.2,3783,3.783,10,0.166666667
"5580",9822,"México DF Taxi Libre","20/07/2016 06:51","20/07/2016 07:08",-99.20334423,19.38083505,-99.16955768,19.43645845,"N",1003,0.28,9205,9.205,197,3.283333333
"5581",9823,"México DF Taxi de Sitio","20/07/2016 07:42","20/07/2016 07:51",-99.13742181,19.33022805,-99.13129183,19.35803728,"N",558,0.16,3594,3.594,205,3.416666667
"5582",9827,"México DF Taxi Libre","20/07/2016 09:52","20/07/2016 10:02",-99.20312439,19.38110726,-99.19174119,19.37276376,"N",632,0.18,3005,3.005,154,2.566666667
"5583",9829,"México DF Taxi Libre","20/07/2016 11:37","20/07/2016 11:48",-99.20343092,19.38059101,-99.19430306,19.37178823,"N",659,0.18,3059,3.059,181,3.016666667
"5584",9831,"México DF Taxi Libre","20/07/2016 01:15","20/07/2016 01:23",-99.20346261,19.38039653,-99.19968764,19.40205687,"N",482,0.13,3312,3.312,137,2.283333333
"5585",9832,"México DF Taxi de Sitio","20/07/2016 02:38","20/07/2016 02:41",-99.19494659,19.3882135,-99.19269281,19.38778474,"N",176,0.05,322,0.322,68,1.133333333
"5586",9837,"México DF Taxi Libre","21/07/2016 09:37","21/07/2016 09:51",-99.20225748,19.38165084,-99.17878572,19.39116116,"N",875,0.24,3510,3.51,342,5.7
"5587",9838,"México DF Taxi Libre","21/07/2016 02:03","21/07/2016 02:04",-99.08340223,19.45347424,-99.08345144,19.45343739,"N",54,0.02,23,0.023,67,1.116666667
"5588",9839,"México DF Taxi Libre","21/07/2016 06:34","21/07/2016 06:36",-99.26299359,19.32046851,-99.26408,19.31835736,"N",91,0.03,286,0.286,32,0.533333333
"5589",9841,"México DF Taxi Libre","17/08/2016 09:22","17/08/2016 09:24",-99.04736787,19.33977995,-99.04775575,19.33821676,"N",120,0.03,295,0.295,127,2.116666667
"5590",9844,"México DF Taxi Libre","18/08/2016 06:41","18/08/2016 06:53",-99.20309775,19.38107432,-99.21124758,19.33129992,"N",688,0.19,8431,8.431,33,0.55
"5591",9845,"México DF Taxi Libre","18/08/2016 07:19","18/08/2016 07:30",-99.20348645,19.38050075,-99.18865057,19.37248546,"N",630,0.18,2846,2.846,187,3.116666667
"5592",9846,"México DF Taxi Libre","18/08/2016 07:24","18/08/2016 07:31",-99.28112252,19.33812067,-99.28082816,19.32681629,"N",426,0.12,2911,2.911,48,0.8
"5593",9849,"México DF Taxi de Sitio","18/08/2016 10:30","18/08/2016 10:33",-99.17911504,19.43863392,-99.17206267,19.43478124,"N",193,0.05,913,0.913,70,1.166666667
"5594",9850,"México DF Taxi de Sitio","18/08/2016 09:38","18/08/2016 09:58",-99.04024943,19.56666908,-99.06714842,19.55217968,"N",1203,0.33,6022,6.022,117,1.95
"5595",9851,"México DF Taxi de Sitio","18/08/2016 10:55","18/08/2016 11:06",-99.04039555,19.5657172,-99.01610943,19.5670085,"N",689,0.19,3052,3.052,187,3.116666667
"5596",9852,"México DF Radio Taxi","18/08/2016 10:52","18/08/2016 11:12",-99.21505913,19.2848524,-99.18260542,19.33099252,"N",1218,0.34,9712,9.712,158,2.633333333
"5597",9853,"México DF Taxi Libre","18/08/2016 02:12","18/08/2016 02:36",-99.20346055,19.38051209,-99.20358182,19.38057037,"N",1456,0.4,2229,2.229,111,1.85
"5598",9854,"México DF Taxi de Sitio","18/08/2016 03:35","18/08/2016 03:44",-99.17950986,19.43865917,-99.17241845,19.44805918,"N",533,0.15,2007,2.007,205,3.416666667
"5599",9857,"México DF Taxi de Sitio","18/08/2016 07:59","18/08/2016 08:08",-99.17954382,19.43867808,-99.17573738,19.4409039,"N",542,0.15,2148,2.148,173,2.883333333
"5600",9859,"México DF Taxi de Sitio","18/08/2016 08:39","18/08/2016 08:55",-99.1695642,19.3788948,-99.1509716,19.3843792,"N",934,0.26,2349,2.349,61,1.016666667
"5601",9861,"México DF Taxi de Sitio","18/08/2016 10:24","18/08/2016 10:33",-99.18709551,19.44629495,-99.18281385,19.44854528,"N",496,0.14,1021,1.021,19,0.316666667
"5602",9862,"México DF Taxi de Sitio","18/08/2016 10:24","18/08/2016 10:33",-99.18709551,19.44629495,-99.18281385,19.44854528,"N",496,0.14,1021,1.021,19,0.316666667
"5603",9864,"México DF Taxi Libre","19/08/2016 07:55","19/08/2016 08:07",-99.20342423,19.38058397,-99.18679624,19.38347317,"N",738,0.21,2224,2.224,226,3.766666667
"5604",9865,"México DF Taxi Libre","19/08/2016 08:22","19/08/2016 08:31",-99.2035022,19.3804902,-99.2171512,19.35252854,"N",539,0.15,5592,5.592,77,1.283333333
"5605",9866,"México DF Taxi Libre","19/08/2016 08:46","19/08/2016 09:00",-99.19950562,19.38220487,-99.19940284,19.38344103,"N",843,0.23,4059,4.059,149,2.483333333
"5606",9868,"México DF Taxi de Sitio","19/08/2016 09:09","19/08/2016 09:17",-99.17926976,19.43900476,-99.17036879,19.43561185,"N",464,0.13,1145,1.145,104,1.733333333
"5607",9870,"México DF Radio Taxi","19/08/2016 09:19","19/08/2016 09:20",-99.18097361,19.37042602,-99.1808875,19.37034368,"N",40,0.01,128,0.128,40,0.666666667
"5608",9871,"México DF Taxi Libre","19/08/2016 09:05","19/08/2016 09:24",-99.203441,19.38078725,-99.19800298,19.35621481,"N",1136,0.32,4963,4.963,385,6.416666667
"5609",9872,"México DF Radio Taxi","19/08/2016 09:20","19/08/2016 09:36",-99.18078171,19.37118374,-99.18104578,19.37044389,"N",944,0.26,3405,3.405,437,7.283333333
"5610",9876,"México DF Taxi de Sitio","19/08/2016 01:34","19/08/2016 01:44",-99.17947521,19.43854529,-99.16115005,19.44198777,"N",616,0.17,2907,2.907,153,2.55
"5611",9878,"México DF Radio Taxi","19/08/2016 01:57","19/08/2016 02:00",-99.17651495,19.36830127,-99.1726234,19.37207724,"N",195,0.05,998,0.998,96,1.6
"5612",9880,"México DF Taxi Libre","19/08/2016 01:52","19/08/2016 02:06",-99.20253357,19.38135654,-99.18909359,19.3911892,"N",792,0.22,2541,2.541,338,5.633333333
"5613",9881,"México DF Taxi de Sitio","19/08/2016 02:03","19/08/2016 02:11",-99.17949435,19.43870008,-99.18589955,19.43533608,"N",466,0.13,1167,1.167,341,5.683333333
"5614",9882,"México DF Taxi de Sitio","19/08/2016 02:18","19/08/2016 02:31",-99.17937293,19.43878993,-99.18460001,19.45310382,"N",756,0.21,1901,1.901,206,3.433333333
"5615",9886,"México DF Taxi de Sitio","19/08/2016 03:37","19/08/2016 03:50",-99.1796239,19.43862615,-99.17651691,19.44263289,"N",761,0.21,799,0.799,285,4.75
"5616",9887,"México DF Taxi de Sitio","19/08/2016 03:50","19/08/2016 04:17",-99.17960778,19.43867315,-99.17988416,19.45044301,"N",1622,0.45,5725,5.725,218,3.633333333
"5617",9901,"México DF Radio Taxi","20/08/2016 07:04","20/08/2016 07:17",-99.18029726,19.37015734,-99.19528016,19.42602994,"N",786,0.22,9259,9.259,105,1.75
"5618",9902,"México DF Radio Taxi","20/08/2016 07:41","20/08/2016 07:58",-99.17783458,19.36723701,-99.17312785,19.37004993,"N",1011,0.28,826,0.826,79,1.316666667
"5619",9903,"México DF Radio Taxi","20/08/2016 07:58","20/08/2016 08:11",-99.17974888,19.37132538,-99.16485263,19.39116893,"N",760,0.21,6912,6.912,128,2.133333333
"5620",9905,"México DF Taxi Libre","18/08/2016 07:24","18/08/2016 07:31",-99.28112252,19.33812067,-99.28082816,19.32681629,"N",426,0.12,2911,2.911,48,0.8
"5621",9909,"México DF Taxi de Sitio","20/08/2016 01:09","20/08/2016 01:14",-99.17955793,19.43861659,-99.17450316,19.43398871,"N",265,0.07,960,0.96,112,1.866666667
"5622",9910,"México DF Taxi de Sitio","20/08/2016 04:03","20/08/2016 04:13",-99.177909,19.43822761,-99.16297687,19.44111299,"N",605,0.17,2300,2.3,77,1.283333333
"5623",9914,"México DF Radio Taxi","20/08/2016 09:12","20/08/2016 09:25",-99.17780986,19.37004277,-99.17081418,19.40201898,"N",774,0.22,4474,4.474,339,5.65
"5624",9916,"México DF Radio Taxi","20/08/2016 09:39","20/08/2016 09:51",-99.18036753,19.3702265,-99.1896959,19.37266855,"N",707,0.2,3707,3.707,193,3.216666667
"5625",9917,"México DF Taxi Libre","20/08/2016 11:58","21/08/2016 12:07",-99.14374141,19.34166583,-99.16498134,19.28526802,"N",536,0.15,8303,8.303,21,0.35
"5626",9919,"México DF Radio Taxi","21/08/2016 07:18","21/08/2016 07:26",-99.18202612,19.37079088,-99.19954709,19.37132176,"N",469,0.13,2926,2.926,219,3.65
"5627",9920,"México DF Radio Taxi","21/08/2016 09:12","21/08/2016 09:28",-99.18091194,19.36844759,-99.21715993,19.34801507,"N",942,0.26,5545,5.545,222,3.7
"5628",9921,"México DF Radio Taxi","21/07/2016 10:09","21/07/2016 10:21",-99.21764798,19.286492,-99.18689052,19.30543657,"N",765,0.21,5777,5.777,105,1.75
"5629",9923,"México DF Taxi Libre","22/07/2016 05:37","22/07/2016 05:50",-99.2030016,19.38127666,-99.16491038,19.41732727,"N",798,0.22,7460,7.46,179,2.983333333
"5630",9924,"México DF Taxi Libre","22/07/2016 06:21","22/07/2016 06:33",-99.20336066,19.38085191,-99.18604256,19.37087554,"N",713,0.2,5655,5.655,97,1.616666667
"5631",9925,"México DF Taxi Libre","22/07/2016 07:09","22/07/2016 07:32",-99.17770214,19.47534248,-99.17618892,19.42471785,"N",1388,0.39,7207,7.207,507,8.45
"5632",9926,"México DF Taxi Libre","22/07/2016 09:16","22/07/2016 09:18",-99.20298039,19.38103064,-99.20127522,19.38203084,"N",70,0.02,335,0.335,1,0.016666667
"5633",9927,"México DF Taxi Libre","22/07/2016 09:18","22/07/2016 09:28",-99.20071725,19.38219154,-99.21605376,19.35337879,"N",626,0.17,5500,5.5,166,2.766666667
"5634",9929,"México DF Taxi Libre","22/07/2016 09:53","22/07/2016 09:54",-99.06428176,19.38962861,-99.06425304,19.38981194,"N",43,0.01,23,0.023,30,0.5
"5635",9930,"México DF Taxi Libre","22/07/2016 12:57","22/07/2016 12:58",-99.21881913,19.38224347,-99.21858886,19.3828034,"N",58,0.02,276,0.276,0,0
"5636",9931,"México DF Taxi Libre","22/07/2016 12:58","22/07/2016 01:01",-99.21792549,19.38347549,-99.20853522,19.38166338,"N",181,0.05,1172,1.172,1,0.016666667
"5637",9933,"México DF Taxi Libre","22/07/2016 04:35","22/07/2016 04:55",-99.20348446,19.38052695,-99.22146653,19.36436253,"N",1234,0.34,6675,6.675,267,4.45
"5638",9934,"México DF Taxi Libre","22/07/2016 05:32","22/07/2016 05:42",-99.20453075,19.50320199,-99.19361978,19.47474376,"N",574,0.16,5936,5.936,77,1.283333333
"5639",9935,"México DF Taxi Libre","22/07/2016 05:58","22/07/2016 06:02",-99.20294867,19.38123838,-99.19646524,19.38339476,"N",225,0.06,912,0.912,88,1.466666667
"5640",9938,"México DF Taxi de Sitio","22/07/2016 07:34","22/07/2016 08:02",-99.17137553,19.30257167,-99.22359256,19.28456977,"N",1693,0.47,7732,7.732,477,7.95
"5641",9940,"México DF Taxi Libre","23/07/2016 08:03","23/07/2016 08:20",-99.2016291,19.3818987,-99.16080765,19.37093129,"N",1065,0.3,7248,7.248,367,6.116666667
"5642",9942,"México DF Taxi Libre","23/07/2016 09:51","23/07/2016 09:56",-99.2034544,19.38060278,-99.20345058,19.37315752,"N",291,0.08,1563,1.563,80,1.333333333
"5643",9943,"México DF Taxi Libre","23/07/2016 11:10","23/07/2016 11:28",-99.1799346,19.477259,-99.19812011,19.44658657,"N",1116,0.31,6091,6.091,255,4.25
"5644",9944,"México DF Taxi Libre","23/07/2016 12:24","23/07/2016 12:33",-99.20350644,19.38052705,-99.20081939,19.38261251,"N",539,0.15,3047,3.047,105,1.75
"5645",9946,"México DF Taxi Libre","23/07/2016 10:32","23/07/2016 10:33",-99.23072304,19.37162795,-99.23116934,19.37165432,"N",64,0.02,2857,2.857,34,0.566666667
"5646",9947,"México DF Taxi Libre","23/07/2016 10:34","23/07/2016 10:35",-99.23092408,19.37168908,-99.23090965,19.37154282,"N",33,0.01,87,0.087,12,0.2
"5647",9949,"México DF Taxi Libre","23/07/2016 10:58","23/07/2016 11:00",-99.23128456,19.37141099,-99.23118468,19.37156732,"N",100,0.03,44,0.044,90,1.5
"5648",9952,"México DF Taxi Libre","23/07/2016 11:05","23/07/2016 11:13",-99.23083603,19.36388386,-99.24055867,19.35918984,"N",468,0.13,2178,2.178,41,0.683333333
